Number,Title,Vehicle_class,Manufacturer,Features,Acquisition,Price,Storage_location,Delivery_method,Modifications,Resale_flag,Resale_price,Race_availability,Top_speed_in_game,Based_on,Seats,weight_in_kg,drive_train,gears,release_date,release_dlc,top_speed_real,lap_time,bulletproof,weapon1_resistance,weapon2_resistance,weapon3_resistance,weapon4_resistance,weapon5_resistance,speed,acceleration,braking,handling,overall,vehicle_url
170, Dinka Jester Classic,Sports,Dinka,"Has Liveries, JDM Car",Legendary Motorsport,"$790,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$474,000	
	($662,775 when fully upgraded)",Can be used in Races,96.93 mph (156.00 km/h),Toyota Supra JZA80 (Mk IV),2,"1,600	KG",RWD,5,24-Jul-18,1.44 After Hours,119.75 mph (192.72 km/h),01:06.1,No,1,1,2,1,1,"Speed
83.70","Acceleration
80.00","Braking
31.67","Handling
78.03","Overall
68.35",https://www.gtabase.com//grand-theft-auto-v/vehicles/dinka-jester-classic
171, Western Company Seabreeze,Planes,Western Company,"Armored Vehicle, Bombs Mod, Bulletproof - Rear, Countermeasures, Float on Water, Has Liveries, Has Trade Price, No Passive Mode, Submersible Vehicle, Unique Radar Icon, Weaponized Vehicle",Elitás Travel,"$1,130,500 ",Hangar (Personal Aircraft),Interaction Menu - Aircraft,Hangar Aircraft Workshop,Can be sold only if purchased (High-End),"$678,300	
	($962,305 when fully upgraded)",Can be used in Races,204.18 mph (328.60 km/h),Seawind 300c,2,"3,000	KG",NA,NA,31-Oct-17,1.41 Smuggler's Run,191.75 mph (308.59 km/h),00:38.6,Bulletproof from the rear (rear has no windows),3,1,2,1,1,"Speed
73.50","Acceleration
95.00","Braking
78.00","Handling
48.00","Overall
73.63",https://www.gtabase.com//grand-theft-auto-v/vehicles/western-seabreeze
172, Lampadati Pigalle,Sports Classics,Lampadati,Mystery Prize,Southern S.A. Super Autos,"$400,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$240,000	
	($381,150 when fully upgraded)",Can be used in Races,92.58 mph (149.00 km/h),"Maserati Merak, Ghibli I, Citroen SM, Alpine A310",2,"1,500	KG",NA,5,17-Jun-14,1.14 I'm Not a Hipster,121.25 mph (195.13 km/h),01:09.7,No,1,1,2,1,1,"Speed
79.95","Acceleration
66.25","Braking
28.33","Handling
71.52","Overall
61.51",https://www.gtabase.com//grand-theft-auto-v/vehicles/lampadati-pigalle
173, Vapid Sandking SWB,Off-Road,Vapid,Has Variants,Can be stolen / found,"$38,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$22,800	
	($118,020 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),Ford Super Duty,2,"2,400	KG",NA,6,17-Sep-13,1.01 Game Launch,99.00 mph (159.32 km/h),01:17.8,No,1,1,2,1,1,"Speed
69.75","Acceleration
50.00","Braking
20.00","Handling
60.61","Overall
50.09",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-sandking-swb
174, Annis S80RR,Super,Annis,"Bulletproof - Rear, Has Liveries, JDM Car",Legendary Motorsport,"$2,575,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,545,000	
	($1,709,865 when fully upgraded)",Can be used in Races,100.82 mph (162.25 km/h),"Nissan R90C, Jaguar XJR-9",1,"900	KG",RWD,6,23-Jul-19,1.48 Diamond Casino & Resort,123.00 mph (197.95 km/h),00:59.2,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
87.06","Acceleration
93.13","Braking
41.67","Handling
100.00","Overall
80.46",https://www.gtabase.com//grand-theft-auto-v/vehicles/annis-s80rr
175, Enus Jubilee,SUVs,Enus,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, Countermeasures, Has Liveries, Has Trade Price, Imani Tech, Proximity Mines, Remote Control Unit, Unique Radar Icon, Weaponized Vehicle",Legendary Motorsport,"$1,650,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$990,000	
	($1,669,928 when fully upgraded)",Can be used in Races,93.83 mph (151.00 km/h),Rolls-Royce Cullinan,4,"2,660	KG",NA,8,15-Dec-21,1.58 The Contract,116.75 mph (187.89 km/h),01:08.1,Bullet resistant windows; Needs Armor Plating upgrade for maximum resistance to explosive,12,4,10,2,1,"Speed
81.02","Acceleration
74.38","Braking
25.00","Handling
69.24","Overall
62.41",https://www.gtabase.com//grand-theft-auto-v/vehicles/jubilee
176, Obey 8F Drafter,Sports,Obey,Has Liveries,Legendary Motorsport,"$718,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$430,800	
	($622,140 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),2018 Audi RS5 Coupe,2,"1,650	KG",NA,6,23-Jul-19,1.48 Diamond Casino & Resort,117.50 mph (189.10 km/h),01:03.5,No,1,1,2,1,1,"Speed
80.48","Acceleration
85.50","Braking
33.33","Handling
81.67","Overall
70.25",https://www.gtabase.com//grand-theft-auto-v/vehicles/drafter-8f
177, Benefactor SM722,Sports,Benefactor,Has Liveries,Legendary Motorsport,"$2,115,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,269,000	
	($1,462,150 when fully upgraded)",Can be used in Races,99.97 mph (160.88 km/h),Mercedes-Benz SLR Stirling Moss,2,"1,551	KG",RWD,5,4-Aug-22,1.61 Criminal Enterprises,123.75 mph (199.16 km/h),01:04.5,No,1,1,2,1,1,"Speed
86.32","Acceleration
89.50","Braking
28.33","Handling
76.00","Overall
70.04",https://www.gtabase.com//grand-theft-auto-v/vehicles/sm722
178, Karin Rusty Rebel,Off-Road,Karin,NA,Can be stolen / found,"$3,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$1,800	
	($94,875 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),Toyota Hilux,2,"2,400	KG",NA,5,17-Sep-13,1.01 Game Launch,100.00 mph (160.93 km/h),01:17.5,No,1,1,2,1,1,"Speed
69.75","Acceleration
50.00","Braking
20.00","Handling
62.12","Overall
50.47",https://www.gtabase.com//grand-theft-auto-v/vehicles/karin-rebel-rusty
179, Enus Super Diamond,Sedans,Enus,Mystery Prize,Legendary Motorsport,"$250,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$150,000	
	($281,750 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Rolls-Royce Phantom,4,"2,800	KG",RWD,5,17-Sep-13,1.01 Game Launch,111.75 mph (179.84 km/h),01:15.9,No,1,1,2,1,1,"Speed
77.80","Acceleration
65.00","Braking
20.00","Handling
63.64","Overall
56.61",https://www.gtabase.com//grand-theft-auto-v/vehicles/enus-super-diamond
180, Bravado Redwood Gauntlet,Muscle,Bravado,"Mystery Prize, Stock Car",Southern S.A. Super Autos,"$230,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$138,000	
	($204,100 when fully upgraded)",Can be used in Races,91.34 mph (147.00 km/h),"Dodge Challenger, Chevy Camaro",2,"1,500	KG",RWD,5,18-Nov-14,1.18 PS4 & Xbox One Release,117.25 mph (188.70 km/h),01:11.0,No,1,1,2,1,1,"Speed
78.87","Acceleration
78.75","Braking
30.00","Handling
76.06","Overall
65.92",https://www.gtabase.com//grand-theft-auto-v/vehicles/bravado-gauntlet-redwood
181, Western Bagger,Motorcycles,Western,Mystery Prize,Can be stolen / found,"$16,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$9,600	
	($68,195 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),"GTA IV Freeway, 2013 Harley Davidson Touring Road Glide Custom",2,"230	KG",RWD,4,17-Sep-13,1.01 Game Launch,98.00 mph (157.72 km/h),01:13.9,No,1,1,2,1,1,"Speed
69.75","Acceleration
52.50","Braking
40.00","Handling
50.00","Overall
53.06",https://www.gtabase.com//grand-theft-auto-v/vehicles/western-bagger
182, Karin Asterope,Sedans,Karin,JDM Car,Can be stolen / found,"$26,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$15,600	
	($81,700 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Toyota Camry/Toyota Aurion,4,"1,500	KG",RWD,5,17-Sep-13,1.01 Game Launch,105.00 mph (168.98 km/h),01:13.8,No,1,1,2,1,1,"Speed
77.80","Acceleration
50.00","Braking
30.00","Handling
75.76","Overall
58.39",https://www.gtabase.com//grand-theft-auto-v/vehicles/karin-asterope
183, Nagasaki Carbon RS,Motorcycles,Nagasaki,Mystery Prize,Legendary Motorsport,"$40,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$24,000	
	($151,050 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),"Ducati 1199, EBR 1190RS",2,"250	KG",RWD,5,17-Sep-13,1.01 Game Launch,124.25 mph (199.96 km/h),01:01.0,No,1,1,2,1,1,"Speed
77.80","Acceleration
75.00","Braking
43.33","Handling
65.15","Overall
65.32",https://www.gtabase.com//grand-theft-auto-v/vehicles/nagasaki-carbon-rs
184, Dinka RT3000,Sports,Dinka,"Convertible - Soft-top, Has Liveries, Has Trade Price, JDM Car, Tuners Vehicle",Southern S.A. Super Autos,"$1,715,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,029,000	
	($1,344,639 when fully upgraded)",Can be used in Races,92.58 mph (149.00 km/h),Honda S2000,2,"1,275	KG",RWD,6,20-Jul-21,1.57 Los Santos Tuners,119.25 mph (191.91 km/h),01:07.0,No,1,1,2,1,1,"Speed
79.95","Acceleration
78.00","Braking
33.33","Handling
78.18","Overall
67.37",https://www.gtabase.com//grand-theft-auto-v/vehicles/rt3000
185, Declasse Gang Burrito,Vans,Declasse,"Gang Vehicle, Has Variants, Has Trade Price",Southern S.A. Super Autos,"$86,450 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$39,000	
	($116,970 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),GMC Vandura (A-Team),4,"2,500	KG",RWD,5,10-Mar-15,1.21 Heists DLC,105.25 mph (169.38 km/h),01:17.5,No,1,1,2,1,1,"Speed
69.75","Acceleration
40.00","Braking
20.00","Handling
59.09","Overall
47.21",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-gang-burrito
186, Declasse Tornado Convertible,Sports Classics,Declasse,"Convertible - Soft-top, Gang Vehicle, Has Variants",Can be stolen / found,"$30,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$18,000	
	($85,425 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),Chevrolet Bel Air,2,"2,100	KG",RWD,4,17-Sep-13,1.01 Game Launch,98.25 mph (158.12 km/h),01:26.4,No,1,1,2,1,1,"Speed
69.75","Acceleration
40.00","Braking
8.33","Handling
54.55","Overall
43.16",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-tornado-convertible
187, Schyster Deviant,Muscle,Schyster,Has Liveries,Legendary Motorsport,"$512,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$307,200	
	($492,150 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),"Ringbrothers', Javelin AMX Defiant. 1972 AMC Javelin",2,"1,500	KG",RWD,4,7-Feb-19,1.46 Arena War,108.50 mph (174.61 km/h),01:10.7,No,1,1,2,1,1,"Speed
77.80","Acceleration
72.50","Braking
16.67","Handling
68.18","Overall
58.79",https://www.gtabase.com//grand-theft-auto-v/vehicles/deviant
188, Vapid Retinue Mk II,Sports Classics,Vapid,"Has Liveries, Has Trade Price",Southern S.A. Super Autos,"$1,620,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$972,000	
	($1,147,675 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Ford Escort Mk. II,2,"950	KG",RWD,4,12-Dec-19,1.49 Diamond Casino Heist,120.50 mph (193.93 km/h),01:05.8,No,1,1,2,1,1,"Speed
77.80","Acceleration
69.38","Braking
24.00","Handling
62.12","Overall
58.32",https://www.gtabase.com//grand-theft-auto-v/vehicles/retinue-mk-ii
189,  RO-86 Alkonost,Planes,NA,"Armored Vehicle, Bombs Mod, Bulletproof - Rear, Countermeasures, Has Liveries, Has Trade Price, No Passive Mode, Stealth Mode, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$4,350,000 ",Hangar (Personal Aircraft),Interaction Menu - Aircraft,Hangar Aircraft Workshop,Can be sold only if purchased (High-End),"$2,610,000	
	($2,797,075 when fully upgraded)",Cannot be used in Races,174.92 mph (281.50 km/h),Russian Tupolev Tu-160 and American Rockwell B-1 Lancer,2,"55,500	KG",NA,NA,15-Dec-20,1.52 Cayo Perico Heist,167.50 mph (269.56 km/h),00:54.0,Bulletproof from the rear (rear has no windows),3,1,2,1,1,"Speed
90.50","Acceleration
69.00","Braking
62.45","Handling
0.59","Overall
55.64",https://www.gtabase.com//grand-theft-auto-v/vehicles/ro-86-alkonost
190, Pfister Growler,Sports,Pfister,"Has Liveries, Has Trade Price, Tuners Vehicle",Legendary Motorsport,"$1,627,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$976,200	
	($1,263,940 when fully upgraded)",Can be used in Races,95.60 mph (153.85 km/h),Porsche 718 Cayman,2,"1,420	KG",RWD,7,19-Aug-21,1.57 Los Santos Tuners,121.50 mph (195.53 km/h),01:04.2,No,1,1,2,1,1,"Speed
82.55","Acceleration
83.44","Braking
28.00","Handling
79.70","Overall
68.42",https://www.gtabase.com//grand-theft-auto-v/vehicles/growler
191, Karin Technical,Off-Road,Karin,"Has Variants, Has Trade Price, No Passive Mode, Weaponized Vehicle",Warstock Cache & Carry,"$1,263,500 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Target Assault Races,80.78 mph (130.00 km/h),Toyota Hilux,3,"3,200	KG",NA,5,10-Mar-15,1.21 Heists DLC,93.00 mph (149.67 km/h),01:20.9,No,1,1,2,1,1,"Speed
69.75","Acceleration
50.00","Braking
20.00","Handling
61.52","Overall
50.32",https://www.gtabase.com//grand-theft-auto-v/vehicles/karin-technical
192, Bravado Gauntlet,Muscle,Bravado,"Has Variants, Mystery Prize",Can be stolen / found,"$32,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$19,200	
	($84,800 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),"Dodge Challenger, Chevy Camaro",2,"1,600	KG",RWD,5,17-Sep-13,1.01 Game Launch,113.25 mph (182.26 km/h),01:12.0,No,1,1,2,1,1,"Speed
77.80","Acceleration
75.00","Braking
30.00","Handling
75.76","Overall
64.64",https://www.gtabase.com//grand-theft-auto-v/vehicles/bravado-gauntlet
193, Annis Elegy Retro Custom,Sports,Annis,"Custom Vehicle, Has Liveries, JDM Car",Benny's Original Motor Works,"$904,000 ",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$542,400	
	($893,172 when fully upgraded)",Can be used in Races,91.96 mph (148.00 km/h),Nissan Skyline GT-R,2,"1,450	KG",NA,5,13-Dec-16,1.37 Import/Export,115.25 mph (185.48 km/h),01:03.5,No,1,1,2,1,1,"Speed
79.41","Acceleration
82.50","Braking
33.33","Handling
81.82","Overall
69.27",https://www.gtabase.com//grand-theft-auto-v/vehicles/annis-elegy-retro-custom
194, Declasse Asea,Sedans,Declasse,"Has Variants, Snow Vehicle - North Yankton",Can be stolen / found,"$12,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$7,200	
	($77,150 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Chevrolet Aveo,4,"1,400	KG",NA,5,17-Sep-13,1.01 Game Launch,104.75 mph (168.58 km/h),01:15.8,No,1,1,2,1,1,"Speed
77.80","Acceleration
50.00","Braking
13.33","Handling
62.12","Overall
50.81",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-asea
195, Progen Itali GTB,Super,Progen,Has Variants,Benny's Original Motor Works,"$1,189,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$713,400	
	($888,750 when fully upgraded)",Can be used in Races,98.80 mph (159.00 km/h),"McLaren 570S/650S/P14, Trion Nemesis",2,"1,800	KG",NA,6,10-Jan-17,1.37 Import/Export,126.25 mph (203.18 km/h),01:01.9,No,1,1,2,1,1,"Speed
85.31","Acceleration
84.12","Braking
36.67","Handling
75.76","Overall
70.47",https://www.gtabase.com//grand-theft-auto-v/vehicles/progen-itali-gtb
196,  Cruiser,Cycles,NA,Mystery Prize,Can be stolen / found,$800 ,Garage (Personal Vehicle),Mechanic,Cannot be modified,Cannot be sold,NA,Can be used in Races,27.96 mph (45.00 km/h),"Beach Cruiser bike style, which was popular in the 1930s",1,"120	KG",RWD,NA,17-Sep-13,1.01 Game Launch,33.50 mph (53.91 km/h),02:55.2,No,1,1,2,1,1,"Speed
24.14","Acceleration
10.00","Braking
46.67","Handling
27.27","Overall
27.02",https://www.gtabase.com//grand-theft-auto-v/vehicles/cruiser
197, Grotti Furia,Super,Grotti,"Active Spoiler, Has Liveries, Has Trade Price",Legendary Motorsport,"$2,740,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,644,000	
	($1,831,175 when fully upgraded)",Can be used in Races,100.17 mph (161.20 km/h),variety of high-performance Ferrari,2,"1,898	KG",NA,6,19-Dec-19,1.49 Diamond Casino Heist,122.00 mph (196.34 km/h),01:01.3,No,1,1,2,1,1,"Speed
86.49","Acceleration
91.25","Braking
33.33","Handling
81.82","Overall
73.22",https://www.gtabase.com//grand-theft-auto-v/vehicles/furia
198,  Titan,Planes,NA,"Armored Vehicle, Bulletproof - Rear",Elitás Travel,"$2,000,000 ",Pegasus Vehicle,Pegasus Concierge,Paint Job Only,Cannot be sold,NA,Transform Races Only,174.92 mph (281.50 km/h),Lockheed C-130 Hercules,10,"38,000	KG",RWD,NA,17-Sep-13,1.01 Game Launch,133.25 mph (214.44 km/h),00:56.6,Bulletproof from the rear (rear has no windows),3,1,2,1,1,"Speed
85.65","Acceleration
57.00","Braking
25.00","Handling
30.00","Overall
49.41",https://www.gtabase.com//grand-theft-auto-v/vehicles/titan
199, Declasse Drift Tampa,Sports,Declasse,"Has Liveries, Has Variants",Southern S.A. Super Autos,"$995,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$597,000	
	($749,350 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),"64 - '73 Ford Mustang, '70/'71 Dodge Dart, '68-'72 Chevrolet Nova, '68 Dodge Charger",2,"1,100	KG",NA,4,19-Jul-16,1.35 Cunning Stunts,114.25 mph (183.87 km/h),01:08.3,No,1,1,2,1,1,"Speed
80.48","Acceleration
82.50","Braking
16.67","Handling
68.18","Overall
61.96",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-tampa-drift
200, Benefactor Schafter V12,Sedans,Benefactor,"Has Variants, Mystery Prize",Legendary Motorsport,"$116,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$69,600	
	($227,425 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),Brabus E V12,4,"1,500	KG",RWD,6,15-Dec-15,1.31 Executives and Other Criminals,124.25 mph (199.96 km/h),01:05.1,No,1,1,2,1,1,"Speed
80.48","Acceleration
75.00","Braking
31.67","Handling
77.27","Overall
66.11",https://www.gtabase.com//grand-theft-auto-v/vehicles/benefactor-schafter-v12
201, Pegassi Reaper,Super,Pegassi,Bulletproof - Rear,Legendary Motorsport,"$1,595,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$957,000	
	($1,094,750 when fully upgraded)",Can be used in Races,98.80 mph (159.00 km/h),"Lamborghini Huracan, Centenario, Sesto Elemento, Lykan Hypersport",2,"1,300	KG",RWD,6,7-Jun-16,1.34 Further Adventures in Finance and Felony,121.75 mph (195.94 km/h),01:02.7,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
85.31","Acceleration
91.25","Braking
36.67","Handling
80.91","Overall
73.53",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-reaper
202, Vapid Bobcat XL,Vans,Vapid,Towing Hitch,Can be stolen / found,"$23,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$13,800	
	($102,175 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),Fourth generation Chevrolet C/K,2,"2,600	KG",RWD,5,17-Sep-13,1.01 Game Launch,95.50 mph (153.69 km/h),01:25.2,No,1,1,2,1,1,"Speed
69.75","Acceleration
45.00","Braking
26.67","Handling
59.09","Overall
50.13",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-bobcat-xl
203, Übermacht Rebla GTS,SUVs,Übermacht,Has Liveries,Legendary Motorsport,"$1,175,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$705,000	
	($899,250 when fully upgraded)",Can be used in Races,97.87 mph (157.50 km/h),Fourth generation BMW X5,4,"2,185	KG",NA,8,12-Dec-19,1.49 Diamond Casino Heist,123.50 mph (198.75 km/h),01:06.7,No,1,1,2,1,1,"Speed
84.51","Acceleration
83.75","Braking
28.33","Handling
66.52","Overall
65.78",https://www.gtabase.com//grand-theft-auto-v/vehicles/rebla-gts
204, Vapid Trophy Truck,Off-Road,Vapid,"Has Liveries, Has Variants",Southern S.A. Super Autos,"$550,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$330,000	
	($481,850 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),"Ford Raptor baja trophy truck, Ford F-150 baja trophy truck",2,"2,200	KG",NA,5,12-Jul-16,1.35 Cunning Stunts,107.00 mph (172.20 km/h),01:07.3,No,1,1,2,1,1,"Speed
75.12","Acceleration
84.75","Braking
10.00","Handling
75.76","Overall
61.41",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-trophy-truck
205, BF Surfer,Vans,BF,Has Variants,Can be stolen / found,"$11,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$6,600	
	($72,400 when fully upgraded)",Can be used in Races,62.14 mph (100.00 km/h),Volkswagen Type 2,2,"2,500	KG",RWD,4,17-Sep-13,1.01 Game Launch,67.25 mph (108.23 km/h),01:49.5,No,1,1,2,1,1,"Speed
53.66","Acceleration
25.00","Braking
10.00","Handling
46.97","Overall
33.91",https://www.gtabase.com//grand-theft-auto-v/vehicles/bf-surfer
206, Nagasaki Blazer Aqua,Off-Road,Nagasaki,"Float on Water, Has Trade Price, No Passive Mode, Special Vehicle, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$1,755,600 ",Vehicle Warehouse (Special),Interaction Menu - Special Vehicles,Los Santos Customs,Cannot be sold,NA,Special Vehicle Races,77.67 mph (125.00 km/h),Gibbs Quadski,1,"550	KG",NA,6,13-Dec-16,1.37 Import/Export,98.75 mph (158.92 km/h),01:06.1,No,1,1,2,1,1,"Speed
67.07","Acceleration
68.00","Braking
33.33","Handling
81.82","Overall
62.56",https://www.gtabase.com//grand-theft-auto-v/vehicles/nagasaki-blazer-aqua
207, Albany Buccaneer Custom,Muscle,Albany,"Custom Vehicle, Has Liveries, Hydraulics, Removable Roof",Benny's Original Motor Works,"$390,000 ",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$234,000	
	($579,980 when fully upgraded)",Can be used in Races,90.72 mph (146.00 km/h),"Ford Fairlane, Buick Riviera",2,"1,600	KG",RWD,5,20-Oct-15,1.30 Lowriders,113.00 mph (181.86 km/h),01:12.2,No,1,1,2,1,1,"Speed
78.34","Acceleration
70.00","Braking
26.67","Handling
65.15","Overall
60.04",https://www.gtabase.com//grand-theft-auto-v/vehicles/albany-buccaneer-custom
208,  BMX,Cycles,NA,Mystery Prize,Can be stolen / found,$800 ,Garage (Personal Vehicle),Mechanic,Cannot be modified,Cannot be sold,NA,Can be used in Races,31.07 mph (50.00 km/h),BMX bike,1,"105	KG",RWD,NA,17-Sep-13,1.01 Game Launch,35.25 mph (56.73 km/h),02:44.9,No,1,1,2,1,1,"Speed
26.83","Acceleration
20.00","Braking
50.00","Handling
28.03","Overall
31.21",https://www.gtabase.com//grand-theft-auto-v/vehicles/bmx
209, Übermacht Sentinel,Coupes,Übermacht,"Convertible - Hard-top, Has Variants",Can be stolen / found,"$95,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$57,000	
	($167,863 when fully upgraded)",Can be used in Races,88.23 mph (142.00 km/h),BMW 3-Series E92,2,"1,400	KG",RWD,6,17-Sep-13,1.01 Game Launch,112.00 mph (180.25 km/h),01:11.6,No,1,1,2,1,1,"Speed
76.19","Acceleration
52.50","Braking
30.00","Handling
74.24","Overall
58.23",https://www.gtabase.com//grand-theft-auto-v/vehicles/ubermacht-sentinel
210, Grotti Stinger GT,Sports Classics,Grotti,NA,Legendary Motorsport,"$875,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$525,000	
	($656,750 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Ferrari 250 GTO,2,"1,100	KG",RWD,5,17-Sep-13,1.01 Game Launch,112.00 mph (180.25 km/h),01:13.0,No,1,1,2,1,1,"Speed
77.80","Acceleration
65.00","Braking
20.00","Handling
65.15","Overall
56.99",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-stinger-gt
211, HVY APC Tank,Military,HVY,"Armored Vehicle, Bulletproof - Rear, Float on Water, Has Liveries, Has Trade Price, No Passive Mode, Proximity Mines, Towing Hitch, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$3,092,250 ",Garage (Personal Vehicle),Mechanic,MOC / Avenger Workshop,Can be sold only if purchased (High-End),"$1,855,350	
	($2,145,025 when fully upgraded)",Target Assault Races,60.27 mph (97.00 km/h),"Soviet BRDM-2, BTR-80; Cadillac Gage Commando",4,"10,600	KG",NA,4,13-Jun-17,1.40 Gunrunning Pack,63.00 mph (101.39 km/h),01:30.3,Bulletproof from the rear (rear has no windows),8,8,19,4,1,"Speed
52.05","Acceleration
52.50","Braking
6.67","Handling
72.73","Overall
45.98",https://www.gtabase.com//grand-theft-auto-v/vehicles/hvy-apc
212, Vapid Peyote Custom,Sports Classics,Vapid,"Custom Vehicle, Has Liveries, Hydraulics, Removable Roof",Benny's Original Motor Works,"$620,000 ",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$372,000	
	($761,623 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),Ford Thunderbird,2,"2,250	KG",RWD,4,11-Aug-20,1.51 LS Summer Special,111.00 mph (178.64 km/h),01:16.5,No,1,1,2,1,1,"Speed
75.12","Acceleration
51.25","Braking
9.33","Handling
60.00","Overall
48.93",https://www.gtabase.com//grand-theft-auto-v/vehicles/peyote-custom
